BA9_CODDOE;BA9_DOENCA;BA9_ABREVI;BA9_RESTSE;BA9_CAUOBT;BA9_REFERE
Y132;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMOINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRAC;Y13.2 ESCOLAS OUTR INSTIT;;;
Y133;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMOINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y13.3 AREA P A PRATICA DE;;;
Y134;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMOINTENCAO NAO DETERMINADA RUA E ESTRADA;Y13.4 RUA E ESTRADA;;;
Y135;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMOINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y13.5 AREAS DE COMERCIO E;;;
Y136;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMOINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y13.6 AREAS INDUSTRIAIS E;;;
Y137;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMOINTENCAO NAO DETERMINADA FAZENDA;Y13.7 FAZENDA;;;
Y138;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMOINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y13.8 OUTR LOCAIS ESPEC;;;
Y139;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS SUBSTANCIAS FARMACOLOGICAS DE ACAO SOBRE O SISTEMA NERVOSO AUTONOMOINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y13.9 LOCAL NE;;;
Y14;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA;Y14 ENV OUT DROG MED SU;;;
Y140;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA RESIDENCIA;Y14.0 RESIDENCIA;;;
Y141;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y14.1 HABITACAO COLETIVA;;;
Y142;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRA;Y14.2 ESCOLAS OUTR INSTIT;;;
Y143;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y14.3 AREA P A PRATICA DE;;;
Y144;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA RUA E ESTRADA;Y14.4 RUA E ESTRADA;;;
Y145;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y14.5 AREAS DE COMERCIO E;;;
Y146;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y14.6 AREAS INDUSTRIAIS E;;;
Y147;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA FAZENDA;Y14.7 FAZENDA;;;
Y148;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y14.8 OUTR LOCAIS ESPEC;;;
Y149;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTRAS DROGASMEDICAMENTOS E SUBSTANCIAS BIOLOGICAS E AS NAO ESPECIFICADASINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y14.9 LOCAL NE;;;
Y15;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA;Y15 ENVENEN ALCOOL INTE;;;
Y150;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA RESIDENCIA;Y15.0 RESIDENCIA;;;
Y151;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y15.1 HABITACAO COLETIVA;;;
Y152;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y15.2 ESCOLAS OUTR INSTIT;;;
Y153;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y15.3 AREA P A PRATICA DE;;;
Y154;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA RUA E ESTRADA;Y15.4 RUA E ESTRADA;;;
Y155;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y15.5 AREAS DE COMERCIO E;;;
Y156;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y15.6 AREAS INDUSTRIAIS E;;;
Y157;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA FAZENDA;Y15.7 FAZENDA;;;
Y158;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y15.8 OUTR LOCAIS ESPEC;;;
Y159;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO AO ALCOOLINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y15.9 LOCAL NE;;;
Y16;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA;Y16 ENV SOLV ORG HIDROC;;;
Y160;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA RESIDENCIA;Y16.0 RESIDENCIA;;;
Y161;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y16.1 HABITACAO COLETIVA;;;
Y162;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y16.2 ESCOLAS OUTR INSTIT;;;
Y163;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y16.3 AREA P A PRATICA DE;;;
Y164;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA RUA E ESTRADA;Y16.4 RUA E ESTRADA;;;
Y165;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y16.5 AREAS DE COMERCIO E;;;
Y166;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y16.6 AREAS INDUSTRIAIS E;;;
Y167;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA FAZENDA;Y16.7 FAZENDA;;;
Y168;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y16.8 OUTR LOCAIS ESPEC;;;
Y169;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A SOLVENTES ORGANICOS E HIDROCARBONETOS HALOGENADOS E SEUS VAPORESINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y16.9 LOCAL NE;;;
Y17;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA;Y17 ENVENEN OUTR GASES;;;
Y170;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA RESIDENCIA;Y17.0 RESIDENCIA;;;
Y171;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y17.1 HABITACAO COLETIVA;;;
Y172;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y17.2 ESCOLAS OUTR INSTIT;;;
Y173;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y17.3 AREA P A PRATICA DE;;;
Y174;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA RUA E ESTRADA;Y17.4 RUA E ESTRADA;;;
Y175;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y17.5 AREAS DE COMERCIO E;;;
Y176;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y17.6 AREAS INDUSTRIAIS E;;;
Y177;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA FAZENDA;Y17.7 FAZENDA;;;
Y178;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y17.8 OUTR LOCAIS ESPEC;;;
Y179;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS GASES E VAPORESINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y17.9 LOCAL NE;;;
Y18;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA;Y18 ENVENEN PESTICIDAS;;;
Y180;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA RESIDENCIA;Y18.0 RESIDENCIA;;;
Y181;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y18.1 HABITACAO COLETIVA;;;
Y182;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y18.2 ESCOLAS OUTR INSTIT;;;
Y183;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y18.3 AREA P A PRATICA DE;;;
Y184;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA RUA E ESTRADA;Y18.4 RUA E ESTRADA;;;
Y185;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y18.5 AREAS DE COMERCIO E;;;
Y186;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y18.6 AREAS INDUSTRIAIS E;;;
Y187;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA FAZENDA;Y18.7 FAZENDA;;;
Y188;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y18.8 OUTR LOCAIS ESPEC;;;
Y189;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A PESTICIDASINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y18.9 LOCAL NE;;;
Y19;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA;Y19 ENV OUT PROD QUIM S;;;
Y190;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA RESIDENCIA;Y19.0 RESIDENCIA;;;
Y191;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y19.1 HABITACAO COLETIVA;;;
Y192;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO P;Y19.2 ESCOLAS OUTR INSTIT;;;
Y193;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y19.3 AREA P A PRATICA DE;;;
Y194;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA RUA E ESTRADA;Y19.4 RUA E ESTRADA;;;
Y195;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y19.5 AREAS DE COMERCIO E;;;
Y196;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y19.6 AREAS INDUSTRIAIS E;;;
Y197;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA FAZENDA;Y19.7 FAZENDA;;;
Y198;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y19.8 OUTR LOCAIS ESPEC;;;
Y199;ENVENENAMENTOINTOXICACAOPOR E EXPOSICAO A OUTROS PRODUTOS QUIMICOS E SUBSTANCIAS NOCIVAS E AOS NAO ESPECIFICADOSINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y19.9 LOCAL NE;;;
Y20;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA;Y20 ENFORC ESTRANG SUFO;;;
Y200;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA RESIDENCIA;Y20.0 RESIDENCIA;;;
Y201;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y20.1 HABITACAO COLETIVA;;;
Y202;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y20.2 ESCOLAS OUTR INSTIT;;;
Y203;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y20.3 AREA P A PRATICA DE;;;
Y204;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA RUA E ESTRADA;Y20.4 RUA E ESTRADA;;;
Y205;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y20.5 AREAS DE COMERCIO E;;;
Y206;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y20.6 AREAS INDUSTRIAIS E;;;
Y207;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA FAZENDA;Y20.7 FAZENDA;;;
Y208;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y20.8 OUTR LOCAIS ESPEC;;;
Y209;ENFORCAMENTOESTRANGULAMENTO E SUFOCACAOINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y20.9 LOCAL NE;;;
Y21;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA;Y21 AFOGAMENTO SUBMERSA;;;
Y210;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA RESIDENCIA;Y21.0 RESIDENCIA;;;
Y211;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y21.1 HABITACAO COLETIVA;;;
Y212;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y21.2 ESCOLAS OUTR INSTIT;;;
Y213;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y21.3 AREA P A PRATICA DE;;;
Y214;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA RUA E ESTRADA;Y21.4 RUA E ESTRADA;;;
Y215;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y21.5 AREAS DE COMERCIO E;;;
Y216;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y21.6 AREAS INDUSTRIAIS E;;;
Y217;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA FAZENDA;Y21.7 FAZENDA;;;
Y218;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y21.8 OUTR LOCAIS ESPEC;;;
Y219;AFOGAMENTO E SUBMERSAOINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y21.9 LOCAL NE;;;
Y22;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA;Y22 DISPARO DE PISTOLA;;;
Y220;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA RESIDENCIA;Y22.0 RESIDENCIA;;;
Y221;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y22.1 HABITACAO COLETIVA;;;
Y222;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y22.2 ESCOLAS OUTR INSTIT;;;
Y223;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y22.3 AREA P A PRATICA DE;;;
Y224;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA RUA E ESTRADA;Y22.4 RUA E ESTRADA;;;
Y225;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y22.5 AREAS DE COMERCIO E;;;
Y226;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y22.6 AREAS INDUSTRIAIS E;;;
Y227;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA FAZENDA;Y22.7 FAZENDA;;;
Y228;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y22.8 OUTR LOCAIS ESPEC;;;
Y229;DISPARO DE PISTOLAINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y22.9 LOCAL NE;;;
Y23;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA;Y23 DISPARO ARMA FOGO M;;;
Y230;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA RESIDENCIA;Y23.0 RESIDENCIA;;;
Y231;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y23.1 HABITACAO COLETIVA;;;
Y232;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y23.2 ESCOLAS OUTR INSTIT;;;
Y233;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y23.3 AREA P A PRATICA DE;;;
Y234;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA RUA E ESTRADA;Y23.4 RUA E ESTRADA;;;
Y235;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y23.5 AREAS DE COMERCIO E;;;
Y236;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y23.6 AREAS INDUSTRIAIS E;;;
Y237;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA FAZENDA;Y23.7 FAZENDA;;;
Y238;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA OUTROS LOCAIS ESPECIFICADOS;Y23.8 OUTR LOCAIS ESPEC;;;
Y239;DISPARO DE FUZILCARABINA E ARMA DE FOGO DE MAIOR CALIBREINTENCAO NAO DETERMINADA LOCAL NAO ESPECIFICADO;Y23.9 LOCAL NE;;;
Y24;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA;Y24 DISPARO OUTR ARMA F;;;
Y240;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA RESIDENCIA;Y24.0 RESIDENCIA;;;
Y241;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA HABITACAO COLETIVA;Y24.1 HABITACAO COLETIVA;;;
Y242;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA ESCOLASOUTRAS INSTITUICOES E AREAS DE ADMINISTRACAO PUBLICA;Y24.2 ESCOLAS OUTR INSTIT;;;
Y243;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA AREA PARA A PRATICA DE ESPORTES E ATLETISMO;Y24.3 AREA P A PRATICA DE;;;
Y244;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA RUA E ESTRADA;Y24.4 RUA E ESTRADA;;;
Y245;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA AREAS DE COMERCIO E DE SERVICOS;Y24.5 AREAS DE COMERCIO E;;;
Y246;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA AREAS INDUSTRIAIS E EM CONSTRUCAO;Y24.6 AREAS INDUSTRIAIS E;;;
Y247;DISPARO DE OUTRA ARMA DE FOGO E DE ARMA DE FOGO NAO ESPECIFICADAINTENCAO NAO DETERMINADA FAZENDA;Y24.7 FAZENDA;;;
